ma,family,specialty,y,se,prec,pred_global,err_global,cov_global,pred_withinMA_prec,err_withinMA_prec,cov_withinMA_prec,pred_withinMA_rel,err_withinMA_rel,cov_withinMA_rel,pred_field,err_field,cov_field,pred_field_adapt,err_field_adapt,cov_field_adapt,pred_field_cross,err_field_cross,cov_field_cross,pred_scrambled,err_scrambled,cov_scrambled,k_sibs
assink2016,SMD,psych_criminology,1.549,0.3720215047547655,7.225433526011561,0.08365507906966585,1.4653449209303342,0.0,0.2907224038920244,1.2582775961079755,0.0,0.2907296387235959,1.258270361276404,0.0,0.17339480557107123,1.3756051944289287,0.0,0.27952729770374446,1.2694727022962555,0.0,0.06573834584933244,1.4832616541506676,0.0,0.07361747887850778,1.4753825211214922,0.0,99
assink2016,SMD,psych_criminology,0.7516,0.21840329667841554,20.964360587002098,0.08358985910386682,0.6680101408961332,0.0,0.29059745798371944,0.4610025420162806,1.0,0.29059153230884205,0.461008467691158,1.0,0.17305067800623192,0.5785493219937681,1.0,0.27934373834058795,0.4722562616594121,1.0,0.06572804918632282,0.6858719508136772,0.0,0.07354674834177248,0.6780532516582276,1.0,99
assink2016,SMD,psych_criminology,0.3979,0.21189620100417092,22.271714922048996,0.08372361767611991,0.31417638232388007,1.0,0.2921914509731797,0.10570854902682025,1.0,0.29218555360621645,0.10571444639378352,1.0,0.1737952890495236,0.22410471095047638,1.0,0.28085494328021954,0.11704505671978044,1.0,0.06572804918632282,0.3321719508136772,1.0,0.07364080729054932,0.32425919270945064,1.0,99
assink2016,SMD,psych_criminology,0.2062,0.5943904440685432,2.830455703368242,0.08385057648745009,0.1223494235125499,1.0,0.29275822312331823,0.08655822312331823,1.0,0.29275236139554545,0.08655236139554545,1.0,0.17430655614734403,0.03189344385265597,1.0,0.2814391728409687,0.0752391728409687,1.0,0.06572804918632282,0.1404719508136772,1.0,0.0737328987690129,0.1324671012309871,1.0,99
assink2016,SMD,psych_criminology,-0.2927,0.2753179979587241,13.192612137203168,0.08395203998217304,0.37665203998217306,1.0,0.2943936421607798,0.5870936421607797,1.0,0.2943877978744093,0.5870877978744093,1.0,0.17495959504052955,0.46765959504052956,1.0,0.2829685805420544,0.5756685805420545,1.0,0.06572804918632282,0.3584280491863228,1.0,0.07380297512248188,0.36650297512248187,1.0,99
assink2016,SMD,psych_criminology,-0.5067,0.1772004514666935,31.847133757961785,0.08421641992631694,0.5909164199263169,1.0,0.2982948284841713,0.8049948284841714,1.0,0.2982890338495979,0.804989033849598,1.0,0.17658606233415,0.68328606233415,1.0,0.2866298025129746,0.7933298025129747,1.0,0.06572804918632282,0.5724280491863228,0.0,0.0739866784821087,0.5806866784821088,1.0,99
assink2016,SMD,psych_criminology,1.7083,0.27,13.717421124828531,0.08343171570651597,1.624868284293484,0.0,0.2884579907075035,1.4198420092924964,0.0,0.2884536326337207,1.4198463673662793,0.0,0.17213232884757354,1.5361676711524264,0.0,0.2773321326914986,1.4309678673085013,0.0,0.06572927585722421,1.6425707241427756,0.0,0.07343943961765284,1.6348605603823472,0.0,99
assink2016,SMD,psych_criminology,0.8003,0.28548204847240394,12.26993865030675,0.08368934323371609,0.7166106567662839,1.0,0.2913431256245492,0.5089568743754508,1.0,0.291338802442785,0.508961197557215,1.0,0.17352849047412305,0.626771509525877,1.0,0.28007662190621746,0.5202233780937826,1.0,0.06572927585722421,0.7345707241427758,0.0,0.07362119897800944,0.7266788010219906,1.0,99
assink2016,SMD,psych_criminology,0.7268,0.3733630940518894,7.173601147776184,0.08376913311778428,0.6430308668822158,1.0,0.29202473348878566,0.43477526651121434,1.0,0.29202042302723513,0.43477957697276487,1.0,0.1739170556379348,0.5528829443620652,1.0,0.28073616241897487,0.44606383758102514,1.0,0.06572927585722421,0.6610707241427758,1.0,0.07332069625451984,0.6534793037454801,1.0,99
assink2016,SMD,psych_criminology,0.6569,0.30708305065568176,10.604453870625662,0.08374116434167073,0.5731588356583293,1.0,0.29186073198993223,0.3650392680100678,1.0,0.291856416391971,0.365043583608029,1.0,0.1737963542257548,0.48310364577424525,1.0,0.2805723009362795,0.37632769906372054,1.0,0.06572927585722421,0.5911707241427758,1.0,0.07365794622800637,0.5832420537719937,1.0,99
assink2016,SMD,psych_criminology,0.5569,0.36810324638611924,7.380073800738007,0.08379053675760781,0.4731094632423921,1.0,0.29227897247894746,0.2646210275210525,1.0,0.2922746647730279,0.26462533522697207,1.0,0.17403605736153677,0.3828639426384632,1.0,0.2809772420977631,0.27592275790223686,1.0,0.06572927585722421,0.49117072414277574,1.0,0.07369318018894509,0.48320681981105484,1.0,99
assink2016,SMD,psych_criminology,0.3504,0.27622454633866267,13.10615989515072,0.08379048628361084,0.26660951371638913,1.0,0.29253945011583027,0.05786054988416972,1.0,0.2925351400421976,0.057864859957802384,1.0,0.17408976934914158,0.1763102306508584,1.0,0.28121127268220253,0.06918872731779746,1.0,0.06572927585722421,0.2846707241427758,1.0,0.07369236659662465,0.27670763340337534,1.0,99
assink2016,SMD,psych_criminology,0.3695,0.14106735979665885,50.25125628140703,0.08358292437861087,0.2859170756213891,1.0,0.2918540235986683,0.0776459764013317,1.0,0.29185125302404746,0.07764874697595253,1.0,0.17331675234784524,0.19618324765215475,1.0,0.2804763068717821,0.0890236931282179,1.0,0.06573049843733814,0.30376950156266186,1.0,0.07354410219166772,0.29595589780833226,1.0,99
assink2016,SMD,psych_criminology,0.1048,0.1819340539866025,30.211480362537767,0.08384510230546685,0.020954897694533153,1.0,0.2939508381109799,0.18915083811097988,1.0,0.2939449636428381,0.18914496364283812,1.0,0.174535758186049,0.06973575818604899,1.0,0.2825074201323076,0.17770742013230761,1.0,0.06572804918632282,0.03907195081367719,1.0,0.07372531462463675,0.03107468537536326,1.0,99
assink2016,SMD,psych_criminology,0.1748,0.18601075237738274,28.901734104046245,0.0838069861289695,0.09099301387103051,1.0,0.29345254308520596,0.11865254308520595,1.0,0.2934466609118312,0.11864666091183118,1.0,0.17431450970064644,0.0004854902993535748,1.0,0.28203720649955116,0.10723720649955115,1.0,0.06572804918632282,0.1090719508136772,1.0,0.0736986403599276,0.10110135964007241,1.0,99
assink2016,SMD,psych_criminology,0.4549,0.16673332000533067,35.97122302158273,0.08360223575391575,0.3712977642460843,1.0,0.2914225791460961,0.16347742085390393,1.0,0.2914174426763775,0.16348255732362255,1.0,0.17326655098299704,0.281633449017003,1.0,0.2800942912057423,0.17480570879425772,1.0,0.06572866303343688,0.38917133696656314,1.0,0.07355503832349325,0.3813449616765068,1.0,99
assink2016,SMD,psych_criminology,0.3161,0.13601470508735444,54.05405405405405,0.08361730453662342,0.23248269546337658,1.0,0.2924257693680044,0.023674230631995585,1.0,0.29242062721112383,0.023679372788876163,1.0,0.17351940125740378,0.1425805987425962,1.0,0.2810040497086068,0.035095950291393174,1.0,0.06572866303343688,0.2503713369665631,1.0,0.07356320839351739,0.24253679160648262,1.0,99
assink2016,SMD,psych_criminology,0.0826,0.18110770276274835,30.487804878048777,0.08385791912308832,0.0012579191230883136,1.0,0.294110879407161,0.211510879407161,1.0,0.2941057885947167,0.2115057885947167,1.0,0.1746161278171067,0.09201612781710669,1.0,0.2826608591470827,0.20006085914708271,1.0,0.06572866303343688,0.016871336966563122,1.0,0.07371527377962916,0.008884726220370842,1.0,99
assink2016,SMD,psych_criminology,0.0221,0.24738633753705963,16.339869281045754,0.08387645569092843,0.06177645569092843,1.0,0.29367237668492613,0.2715723766849261,1.0,0.2936672952146122,0.2715672952146122,1.0,0.1745833889542186,0.1524833889542186,1.0,0.2822779387912449,0.2601779387912449,1.0,0.06572866303343688,0.04362866303343688,1.0,0.07375091911428401,0.05165091911428401,1.0,99
assink2016,SMD,psych_criminology,-0.0199,0.11269427669584645,78.74015748031496,0.08401337494944258,0.10391337494944258,1.0,0.29816569327821707,0.3180656932782171,1.0,0.29816060814520523,0.3180606081452052,1.0,0.17593215482723193,0.19583215482723193,1.0,0.2863940912371066,0.3062940912371066,1.0,0.06572866303343688,0.08562866303343689,1.0,0.07440549869592676,0.09430549869592676,1.0,99
assink2016,SMD,psych_criminology,2.358,0.35014282800023194,8.156606851549755,0.08350304738535638,2.2744969526146437,0.0,0.28902507812411526,2.068974921875885,0.0,0.2890284411338023,2.0689715588661977,0.0,0.17253973490803434,2.1854602650919657,0.0,0.27790316246402397,2.0800968375359763,0.0,0.06573534795193554,2.2922646520480647,0.0,0.07350427530840581,2.2844957246915945,0.0,99
assink2016,SMD,psych_criminology,2.358,0.35014282800023194,8.156606851549755,0.08350304738535638,2.2744969526146437,0.0,0.28902507812411526,2.068974921875885,0.0,0.2890284411338023,2.0689715588661977,0.0,0.17253973490803434,2.1854602650919657,0.0,0.27790316246402397,2.0800968375359763,0.0,0.06573534795193554,2.2922646520480647,0.0,0.07208063988700164,2.2859193601129983,0.0,99
assink2016,SMD,psych_criminology,2.3157,0.4915282290977803,4.139072847682119,0.08368083493176838,2.2320191650682317,0.0,0.29087737279637793,2.0248226272036223,0.0,0.29088081540675514,2.024819184593245,0.0,0.17347503687916688,2.1422249631208334,0.0,0.27967259105635717,2.0360274089436428,0.0,0.06573534795193554,2.2499646520480647,0.0,0.07292154167179998,2.2427784583282,0.0,99
assink2016,SMD,psych_criminology,2.0765,0.290516780926679,11.84834123222749,0.08340640675103786,1.993093593248962,0.0,0.288084435116846,1.7884155648831537,0.0,0.2880877588493668,1.788412241150633,0.0,0.172045031120703,1.9044549688792969,0.0,0.2770008529317427,1.799499147068257,0.0,0.06573534795193554,2.0107646520480644,0.0,0.07162174927779927,2.0048782507222005,0.0,99
assink2016,SMD,psych_criminology,2.0034,0.2792848008753788,12.820512820512821,0.08338730465021565,1.9200126953497845,0.0,0.28790918754130956,1.7154908124586905,0.0,0.2879125041554749,1.7154874958445252,0.0,0.171949455651253,1.831450544348747,0.0,0.27683209918366963,1.7265679008163304,0.0,0.06573534795193554,1.9376646520480645,0.0,0.07342196316077101,1.929978036839229,0.0,99
assink2016,SMD,psych_criminology,1.7716,0.26888659319497504,13.831258644536652,0.0834114668367961,1.688188533163204,0.0,0.2882311590042882,1.4833688409957118,0.0,0.2882344907310717,1.4833655092689284,0.0,0.1720911129911985,1.5995088870088017,0.0,0.27713569697011453,1.4944643030298854,0.0,0.06573534795193554,1.7058646520480645,0.0,0.0734388794507839,1.6981611205492162,0.0,99
assink2016,SMD,psych_criminology,1.4918,0.26476404589747454,14.26533523537803,0.08347368741273865,1.4083263125872614,0.0,0.288963359243972,1.202836640756028,0.0,0.28896672399067375,1.2028332760093263,0.0,0.1724358359869917,1.3193641640130083,0.0,0.277830400129225,1.213969599870775,0.0,0.06573534795193554,1.4260646520480644,0.0,0.07348273203515152,1.4183172679648486,0.0,99
assink2016,SMD,psych_criminology,1.4476,0.2054263858417414,23.696682464454973,0.08324002928578166,1.3643599707142184,0.0,0.28670647135436084,1.1608935286456392,0.0,0.28670974204501637,1.1608902579549836,0.0,0.17124318206169947,1.2763568179383005,0.0,0.2756643623103567,1.1719356376896433,0.0,0.06573534795193554,1.3818646520480644,0.0,0.07331657135471857,1.3742834286452814,0.0,99
assink2016,SMD,psych_criminology,1.2897,0.25748786379167465,15.082956259426847,0.08350990533940544,1.2061900946605946,0.0,0.2894150688134892,1.0002849311865107,0.0,0.2894184543411893,1.0002815456588108,0.0,0.17264177221242905,1.1170582277875711,0.0,0.2782576985873906,1.0114423014126095,0.0,0.06573534795193554,1.2239646520480645,0.0,0.0735081819112461,1.2161918180887539,0.0,99
assink2016,SMD,psych_criminology,1.2637,0.3057776970284131,10.695187165775401,0.08361626258617244,1.1800837374138275,0.0,0.2904350942198635,0.9732649057801366,1.0,0.29043852202445286,0.9732614779755472,1.0,0.17318309599556414,1.0905169040044358,0.0,0.2792370857965521,0.984462914203448,1.0,0.06573534795193554,1.1979646520480645,0.0,0.07358383423497825,1.1901161657650219,0.0,99
assink2016,SMD,psych_criminology,1.2423,0.1979898987322333,25.510204081632654,0.0832927964815732,1.1590072035184267,0.0,0.2873932017455937,0.9549067982544063,0.0,0.2873965044851859,0.9549034955148141,0.0,0.17154910072780996,1.07075089927219,0.0,0.27631261133593604,0.965987388664064,0.0,0.06573534795193554,1.1765646520480644,0.0,0.0733535658433325,1.1689464341566675,0.0,99
assink2016,SMD,psych_criminology,1.1769,0.19672315572906002,25.839793281653748,0.08331777560482186,1.0935822243951783,0.0,0.2876947582859379,0.8892052417140621,1.0,0.2876980747673889,0.8892019252326111,1.0,0.171689058171845,1.005210941828155,0.0,0.27659833988886967,0.9003016601111304,0.0,0.06573534795193554,1.1111646520480645,0.0,0.07337114905933176,1.1035288509406682,0.0,99
assink2016,SMD,psych_criminology,1.076,0.1977371993328519,25.57544757033248,0.08337258059970531,0.9926274194002948,0.0,0.2883121392179736,0.7876878607820265,1.0,0.2883154831507653,0.7876845168492348,1.0,0.17198699649403829,0.9040130035059618,0.0,0.27718548633730633,0.7988145136626937,1.0,0.06573534795193554,1.0102646520480645,0.0,0.07340985955758488,1.0025901404424151,0.0,99
assink2016,SMD,psych_criminology,1.0653,0.19493588689617927,26.315789473684212,0.08336392318666258,0.9819360768133374,0.0,0.2882460011831408,0.7770539988168591,1.0,0.28824934269703245,0.7770506573029674,1.0,0.17194641042009778,0.8933535895799021,0.0,0.2771209369311634,0.7881790630688366,1.0,0.06573534795193554,0.9995646520480643,0.0,0.0714061312118625,0.9938938687881375,0.0,99
assink2016,SMD,psych_criminology,1.0379,0.40632499307820086,6.056935190793459,0.08374686795046576,0.9541531320495342,0.0,0.2917193227510579,0.7461806772489421,1.0,0.2917228043411742,0.7461771956588259,1.0,0.1738543472961728,0.8640456527038273,1.0,0.28046818753028846,0.7574318124697116,1.0,0.06573534795193554,0.9721646520480645,0.0,0.07367663756092699,0.964223362439073,1.0,99
assink2016,SMD,psych_criminology,1.0101,0.2420743687382041,17.064846416382252,0.08355536677331754,0.9265446332266825,0.0,0.29002544654055407,0.7200745534594459,1.0,0.29002886081592655,0.7200711391840735,1.0,0.17290923743635517,0.8371907625636448,0.0,0.2788330363989798,0.7312669636010202,1.0,0.06573534795193554,0.9443646520480644,0.0,0.07353999777635908,0.9365600022236409,0.0,99
assink2016,SMD,psych_criminology,1.0087,0.19646882704388502,25.906735751295336,0.08339959852339755,0.9253004014766024,0.0,0.28863724625369463,0.7200627537463054,1.0,0.28864060498733346,0.7200593950126665,1.0,0.17213815774593183,0.8365618422540682,0.0,0.277493581354867,0.7312064186451329,1.0,0.06573534795193554,0.9429646520480643,0.0,0.07157474098163026,0.9371252590183696,0.0,99
assink2016,SMD,psych_criminology,0.8765,0.2988310559496787,11.198208286674133,0.08368771479657695,0.792812285203423,0.0,0.2912758379186388,0.5852241620813612,1.0,0.29127930362660526,0.5852206963733947,1.0,0.17357895009497773,0.7029210499050222,1.0,0.28003477986345965,0.5964652201365404,1.0,0.06573534795193554,0.8107646520480644,0.0,0.07363419306042533,0.8028658069395747,1.0,99
assink2016,SMD,psych_criminology,0.8615,0.3988734135035826,6.285355122564426,0.08376387412586166,0.7777361258741384,1.0,0.2919241958994103,0.5695758041005897,1.0,0.29192768679785036,0.5695723132021497,1.0,0.17394955392697287,0.6875504460730272,1.0,0.2806623325688666,0.5808376674311335,1.0,0.06573534795193554,0.7957646520480645,1.0,0.07331035973754658,0.7881896402624534,1.0,99
assink2016,SMD,psych_criminology,0.8531,0.18708286933869708,28.57142857142857,0.08343741645671549,0.7696625835432844,0.0,0.28919169870618733,0.5639083012938126,1.0,0.28919508424591345,0.5639049157540865,1.0,0.17237024883137916,0.6807297511686208,1.0,0.2780141253480349,0.5750858746519651,1.0,0.06573534795193554,0.7873646520480644,0.0,0.07345521018946884,0.7796447898105311,0.0,99
assink2016,SMD,psych_criminology,0.6999,0.18788294228055935,28.328611898016998,0.0835238751756663,0.6163761248243337,1.0,0.290173934691607,0.40972606530839295,1.0,0.2901773640577047,0.40972263594229524,1.0,0.17284197564603904,0.5270580243539609,1.0,0.27894782449648287,0.4209521755035171,1.0,0.06573534795193554,0.6341646520480644,0.0,0.07351625453276774,0.6263837454672322,1.0,99
assink2016,SMD,psych_criminology,0.6947,0.18788294228055935,28.328611898016998,0.08352668865173332,0.6111733113482667,1.0,0.2902062545929764,0.4044937454070236,1.0,0.29020968540709025,0.40449031459290974,1.0,0.17285739981124335,0.5218426001887566,1.0,0.27897852870716194,0.41572147129283804,1.0,0.06573534795193554,0.6289646520480644,0.0,0.07351823992984606,0.6211817600701539,1.0,99
assink2016,SMD,psych_criminology,0.2994,0.06403124237432849,243.90243902439022,0.08284896524999674,0.21655103475000326,1.0,0.2923287361197098,0.007071263880290224,1.0,0.29232336764382244,0.007076632356177559,1.0,0.17105771613194626,0.12834228386805374,1.0,0.280438917938964,0.018961082061035972,1.0,0.06572866303343688,0.23367133696656311,1.0,0.07299673996066014,0.22640326003933986,1.0,99
assink2016,SMD,psych_criminology,0.2992,0.0648074069840786,238.09523809523816,0.08287399327490608,0.21632600672509394,1.0,0.29234913214100317,0.006850867858996856,1.0,0.2923437711490576,0.006856228850942447,1.0,0.1711425468755224,0.1280574531244776,1.0,0.2804732941240269,0.018726705875973138,1.0,0.06572866303343688,0.23347133696656314,1.0,0.07301512575580484,0.2261848742441952,1.0,99
assink2016,SMD,psych_criminology,0.2989,0.06403124237432849,243.90243902439022,0.08285130404705347,0.2160486959529465,1.0,0.2923568208458461,0.006543179154153922,1.0,0.2923514528026204,0.006548547197379573,1.0,0.17107077108478544,0.12782922891521456,1.0,0.2804655300860349,0.01843446991396508,1.0,0.06572866303343688,0.23317133696656311,1.0,0.07299838585406773,0.22590161414593227,1.0,99
assink2016,SMD,psych_criminology,0.291,0.0648074069840786,238.09523809523816,0.08291143213245739,0.2080885678675426,1.0,0.2927981547243713,0.001798154724371337,1.0,0.2927928006406424,0.0017928006406424113,1.0,0.17135142060446834,0.11964857939553164,1.0,0.28089880270251927,0.010101197297480713,1.0,0.06572866303343688,0.2252713369665631,1.0,0.07304147366046146,0.21795852633953852,1.0,99
assink2016,SMD,psych_criminology,0.217,0.06403124237432849,243.90243902439022,0.08323439900494323,0.13376560099505677,1.0,0.29695709898696726,0.07995709898696726,1.0,0.2969518018137183,0.07995180181371828,1.0,0.17320917235984948,0.04379082764015052,1.0,0.28482459977623603,0.06782459977623603,1.0,0.06572866303343688,0.1512713369665631,1.0,0.07326798319423092,0.14373201680576908,1.0,99
assink2016,SMD,psych_criminology,0.3874,0.1174734012447073,72.46376811594205,0.08343672993805705,0.30396327006194296,1.0,0.29118454763962476,0.09621545236037526,1.0,0.2911857073641167,0.09621429263588333,1.0,0.17275708570759923,0.2146429142924008,1.0,0.2797974455392196,0.10760255446078043,1.0,0.0657335370237917,0.3216664629762083,1.0,0.07169750570501854,0.3157024942949815,1.0,99
assink2016,SMD,psych_criminology,0.2178,0.11704699910719625,72.99270072992701,0.08367029790247625,0.13412970209752373,1.0,0.29391625677268257,0.07611625677268258,1.0,0.29391747943498353,0.07611747943498354,1.0,0.1740472066311216,0.043752793368878384,1.0,0.2823899450167262,0.06458994501672621,1.0,0.0657335370237917,0.1520664629762083,1.0,0.07360966997764146,0.14419033002235854,1.0,99
assink2016,SMD,psych_criminology,0.4571,0.1,99.99999999999999,0.08314334694731706,0.37395665305268294,1.0,0.28904030780359097,0.16805969219640904,1.0,0.2890398601073085,0.16806013989269153,1.0,0.17138488983961697,0.28571511016038303,1.0,0.27769184697739885,0.17940815302260116,1.0,0.06573232464837922,0.39136767535162076,1.0,0.07323182665544054,0.38386817334455947,1.0,99
